45.91899037361145
         121232705 function calls (108095604 primitive calls) in 60.957 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 extension.py:20(Extension)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:59(UnsupportedFakeTensorException)
        2    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 pytables.py:343(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 common.py:39(EntitiesForbidden)
        1    0.000    0.000    0.000    0.000 single.py:732(Bernoulli)
        1    0.000    0.000    0.000    0.000 request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 endpoint_helpers.py:317(ModelTags)
        1    0.000    0.000    0.000    0.000 _common.py:339(AccessDenied)
        2    0.000    0.000    0.000    0.000 axis.py:580(__init__)
        2    0.000    0.000    0.000    0.000 context.py:163(__init__)
        1    0.000    0.000    0.000    0.000 common.py:11(HolderModule)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 _optimize.py:3876(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 _stats_py.py:6143(_ParallelP)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:676(instance)
        1    0.000    0.000    0.000    0.000 legend_handler.py:723(HandlerTuple)
        1    0.000    0.000    0.000    0.000 worker.py:119(_IterableDatasetStopIteration)
        1    0.000    0.000    0.000    0.000 splits.py:390(NamedSplitAll)
        1    0.000    0.000    0.000    0.000 function.py:51(CompatValidator)
        1    0.000    0.000    0.000    0.000 config.py:456(option_context)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 _cubic.py:70(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 _tzpath.py:170(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 _manager.py:44(PluginValidationError)
        1    0.000    0.000    0.000    0.000 transforms.py:107(ToTensor)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4082(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 transforms.py:986(FourierTransform)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:620(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 graph.py:203(save_on_cpu)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 line.py:2504(Line3D)
        2    0.000    0.000    0.000    0.000 libmpf.py:692(mpf_sign)
        1    0.000    0.000    0.000    0.000 annotations.py:29(Module)
        1    0.000    0.000    0.000    0.000 {method 'utcoffset' of 'datetime.datetime' objects}
        3    0.000    0.000    0.000    0.000 expr.py:269(disallow)
        2    0.000    0.000    0.000    0.000 {pyarrow.lib.time32}
        1    0.000    0.000    0.000    0.000 dataloader.py:660(_SingleProcessDataLoaderIter)
        2    0.000    0.000    0.000    0.000 __init__.py:24(__init__)
        4    0.000    0.000    0.000    0.000 function_base.py:1800(_trim_zeros)
        1    0.000    0.000    0.000    0.000 _sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 conv_fused.py:627(ConvBn3d)
        1    0.000    0.000    0.000    0.000 scope.py:26(DeepChainMap)
        1    0.000    0.000    0.000    0.000 parsed_ast.py:478(MetavarAST)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _multivariate.py:3629(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 qs.py:10(SievePolynomial)
        1    0.000    0.000    0.000    0.000 transforms.py:2620(BboxTransformToMaxOnly)
        3    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 patches.py:2977(Bar)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 core.py:5044(OneOrMore)
        1    0.000    0.000    0.000    0.000 rcsetup.py:714(_DunderChecker)
        1    0.000    0.000    0.000    0.000 zipfile.py:786(_Tellable)
        3    0.000    0.000    0.000    0.000 dataclasses.py:249(__init__)
        1    0.000    0.000    0.000    0.000 process_executor.py:1016(ShutdownExecutorError)
        1    0.000    0.000    0.000    0.000 unicode.py:153(LatinA)
        1    0.000    0.000    0.000    0.000 configparser.py:361(Interpolation)
        1    0.000    0.000    0.000    0.000 pycode.py:740(SymPyPrinter)
        1    0.000    0.000    0.000    0.000 _json.py:1332(SeriesParser)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        2    0.000    0.000    0.000    0.000 __init__.py:440(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 info.py:673(SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 deprecation.py:308(_deprecated_parameter_class)
        1    0.000    0.000    0.000    0.000 diophantine.py:216(Univariate)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:840(ChainedScheduler)
        1    0.000    0.000    0.000    0.000 container.py:31(Container)
        1    0.000    0.000    0.000    0.000 index_tricks.py:618(ndindex)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:541(rv_discrete_frozen)
        1    0.000    0.000    0.000    0.000 splitter_base.py:37(_SplitterSettingBase)
        1    0.000    0.000    0.000    0.000 pooling.py:935(LPPool2d)
        1    0.000    0.000    0.000    0.000 activation.py:244(ReLU6)
        1    0.000    0.000    0.000    0.000 inception.py:398(BasicConv2d)
        1    0.000    0.000    0.000    0.000 errors.py:21(OnnxExporterWarning)
        1    0.000    0.000    0.000    0.000 tarfile.py:574(_StreamProxy)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1050(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 transforms.py:670(AbsTransform)
        1    0.000    0.000    0.000    0.000 py_utils.py:487(NestedDataStructure)
        4    0.000    0.000    0.000    0.000 basic.py:786(args)
        1    0.000    0.000    0.000    0.000 constraints.py:245(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 <attrs generated repr aiohttp.tracing.TraceRequestChunkSentParams>:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1359(Glue)
        1    0.000    0.000    0.000    0.000 loss.py:931(HuberLoss)
        1    0.000    0.000    0.000    0.000 _generated_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:377(SR1)
        1    0.000    0.000    0.000    0.000 _soft.py:13(SoftFileLock)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1266(DrawEvent)
        1    0.000    0.000    0.000    0.000 results.py:98(List)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:721(MimeParameters)
        1    0.000    0.000    0.000    0.000 platforms.py:33(InvalidEnumValue)
        1    0.000    0.000    0.000    0.000 unicode.py:251(Hiragana)
        1    0.000    0.000    0.000    0.000 impl.py:202(_Tacotron2GriffinLimPhoneBundle)
        3    0.000    0.000    0.000    0.000 markers.py:46(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 serialization.py:286(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:333(MailboxList)
        1    0.000    0.000    0.000    0.000 core.py:877(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 densenet.py:127(_Transition)
        1    0.000    0.000    0.000    0.000 base.py:478(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:314(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 more.py:2631(SequenceView)
        1    0.000    0.000    0.000    0.000 dropout.py:25(Dropout)
        1    0.000    0.000    0.000    0.000 format.py:424(TextAdjustment)
        1    0.000    0.000    0.000    0.000 facts.py:301(rules_alpha)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 enum.py:797(__len__)
        1    0.000    0.000    0.000    0.000 payload.py:449(StreamReaderPayload)
        1    0.000    0.000    0.000    0.000 {pyarrow.lib.float64}
        1    0.000    0.000    0.000    0.000 _sensitivity_analysis.py:157(BootstrapSobolResult)
        1    0.000    0.000    0.000    0.000 _vertex.py:165(VertexVectorField)
        1    0.000    0.000    0.000    0.000 _deprecated.py:209(_TranslationEditRate)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1239(Event)
        1    0.000    0.000    0.000    0.000 module_utils.py:67(fail_with_message)
        1    0.000    0.000    0.000    0.000 transforms.py:696(RandomHorizontalFlip)
        1    0.000    0.000    0.000    0.000 str.py:1003(StrReprPrinter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 resample.py:1810(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 _morestats.py:4723(DirectionalStats)
        1    0.000    0.000    0.000    0.000 collections.py:1247(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:493(Domain)
        1    0.000    0.000    0.000    0.000 _sources.py:86(SourceContext)
        1    0.000    0.000    0.000    0.000 __init__.py:229(_update_logger_levels)
        1    0.000    0.000    0.000    0.000 offsetbox.py:468(VPacker)
        1    0.000    0.000    0.000    0.000 util.py:80(_UnboundedCache)
        4    0.000    0.000    0.000    0.000 functools.py:753(<listcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:2103(MagicMixin)
        1    0.000    0.000    0.000    0.000 conv.py:1128(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:98(_IndexSlice)
        1    0.000    0.000    0.000    0.000 payload.py:100(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:263(Katakana)
        1    0.000    0.000    0.000    0.000 transforms.py:1889(RandomPosterize)
        1    0.000    0.000    0.000    0.000 single.py:2014(SecondHypergeometric)
        1    0.000    0.000    0.000    0.000 cache.py:5(_cache)
        1    0.000    0.000    0.000    0.000 common.py:3086(MatrixKind)
        1    0.000    0.000    0.000    0.000 polyerrors.py:6(BasePolynomialError)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 base.py:2270(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 __init__.py:73(DummyRewriteHook)
        1    0.000    0.000    0.000    0.000 _available_if.py:5(_AvailableIfDescriptor)
        1    0.000    0.000    0.000    0.000 describe.py:124(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 ast_utils.py:50(AstNodesInOrder)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 fetch.py:18(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 request.py:1398(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 loss.py:474(MSELoss)
        1    0.000    0.000    0.000    0.000 validators.py:328(_IsCallableValidator)
        1    0.000    0.000    0.000    0.000 experimental_lambdify.py:81(vectorized_lambdify)
        1    0.000    0.000    0.000    0.000 single.py:1687(HomogeneousCoeffBest)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1398(FakeCopyMode)
        1    0.000    0.000    0.000    0.000 multi.py:126(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 compressor.py:192(__init__)
        1    0.000    0.000    0.000    0.000 _windows.py:53(WindowsFileLock)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 integer.py:62(IntegerArray)
        1    0.000    0.000    0.000    0.000 annotator.py:138(ProcessArguments)
        1    0.000    0.000    0.000    0.000 _docstring.py:50(_ArtistKwdocLoader)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1859(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 specifiers.py:839(__len__)
        1    0.000    0.000    0.000    0.000 argparse.py:1687(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 single.py:839(Factorable)
        1    0.000    0.000    0.000    0.000 logic.py:401(Not)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:414(GroupMember)
        1    0.000    0.000    0.000    0.000 fused.py:13(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 __init__.py:41(PropModule)
        1    0.000    0.000    0.000    0.000 googlenet.py:50(QuantizableInceptionAux)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 process_executor.py:272(_ResultItem)
        1    0.000    0.000    0.000    0.000 nodes.py:129(NodeMeta)
        1    0.000    0.000    0.000    0.000 _covariance.py:612(CovViaPSD)
        1    0.000    0.000    0.000    0.000 geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 core.py:4658(_IndentGreater)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:344(FastRCNNPredictor)
        1    0.000    0.000    0.000    0.000 __init__.py:26(ContextProp)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 keyhash.py:60(InvalidKeyError)
        1    0.000    0.000    0.000    0.000 features.py:515(_ArrayXD)
        1    0.000    0.000    0.000    0.000 base.py:147(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 multidimensional.py:56(vectorize)
        1    0.000    0.000    0.000    0.000 memory.py:67(JobLibCollisionWarning)
        4    0.000    0.000    0.000    0.000 __init__.py:836(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:21(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 annotator.py:79(IntermediateClassScope)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:48(DeepLabHead)
        1    0.000    0.000    0.000    0.000 transforms.py:1922(RandomSolarize)
        1    0.000    0.000    0.000    0.000 zipfile.py:746(_SharedFile)
        1    0.000    0.000    0.000    0.000 _constraints.py:302(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 transforms.py:1586(RandomGrayscale)
        1    0.000    0.000    0.000    0.000 connection.py:578(SocketListener)
        1    0.000    0.000    0.000    0.000 iterable_dataset.py:771(ShufflingConfig)
        1    0.000    0.000    0.000    0.000 process.py:146(_ResultItem)
        1    0.000    0.000    0.000    0.000 unicode.py:341(Devanagari)
        1    0.000    0.000    0.000    0.000 response.py:223(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 diophantine.py:448(BinaryQuadratic)
        1    0.000    0.000    0.000    0.000 transforms.py:727(RandomVerticalFlip)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:956(_ensure_subclassable)
        1    0.000    0.000    0.000    0.000 plot.py:961(Parametric3DLineSeries)
        4    0.000    0.000    0.000    0.000 subprocess.py:1239(_remaining_time)
        1    0.000    0.000    0.000    0.000 _hooks.py:615(HookImpl)
        1    0.000    0.000    0.000    0.000 backend_tools.py:610(ToolHome)
        1    0.000    0.000    0.000    0.000 transforms.py:201(ToPILImage)
        1    0.000    0.000    0.000    0.000 payload.py:366(BytesIOPayload)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 blocks.py:2297(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 dataframes.py:417(DataFrameTracer)
        1    0.000    0.000    0.000    0.000 _compute_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _store_backends.py:24(CacheWarning)
        1    0.000    0.000    0.000    0.000 compressor.py:566(GzipCompressorWrapper)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 mock.py:41(InvalidSpecError)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 artist.py:111(_Unset)
        1    0.000    0.000    0.000    0.000 model.py:328(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 mnist.py:230(KMNIST)
        1    0.000    0.000    0.000    0.000 single.py:2844(LieGroup)
        1    0.000    0.000    0.000    0.000 patches.py:3410(Curve)
        1    0.000    0.000    0.000    0.000 ticker.py:1113(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 patches.py:2299(Square)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:69(SymDispatchMode)
        1    0.000    0.000    0.000    0.000 dates.py:879(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:342(RubberbandBase)
        1    0.000    0.000    0.000    0.000 zipfile.py:2286(FastLookup)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 common.py:3057(_MatrixWrapper)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:340(OpenMPController)
        1    0.000    0.000    0.000    0.000 ipu.py:14(IPUAccelerator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:500(HPacker)
        1    0.000    0.000    0.000    0.000 <attrs generated repr aiohttp.helpers.MimeType>:1(<module>)
        2    0.000    0.000    0.000    0.000 _hooks.py:84(__init__)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1646(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 _mathtext.py:635(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:945(Box)
        1    0.000    0.000    0.000    0.000 impl.py:197(_Tacotron2GriffinLimCharBundle)
        1    0.000    0.000    0.000    0.000 more.py:1481(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 __init__.py:10(NBitBase)
        1    0.000    0.000    0.000    0.000 _util.py:351(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 backend_tools.py:619(ToolBack)
        1    0.000    0.000    0.000    0.000 codeprinter.py:18(requires)
        1    0.000    0.000    0.000    0.000 kind.py:84(_UndefinedKind)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 hf_api.py:655(DatasetSearchArguments)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:109(Notset)
        1    0.000    0.000    0.000    0.000 core.py:3659(StringStart)
        1    0.000    0.000    0.000    0.000 geo.py:451(InvertedLambertTransform)
        4    0.000    0.000    0.000    0.000 __init__.py:2240(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:157(Unpickler)
        1    0.000    0.000    0.000    0.000 pytables.py:4746(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 mock.py:348(_CallList)
        1    0.000    0.000    0.000    0.000 groundtypes.py:36(_GMPYInteger)
        2    0.000    0.000    0.000    0.000 rcsetup.py:387(validate_fontstretch)
        1    0.000    0.000    0.000    0.000 configparser.py:1243(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 pre_and_post_process.py:4(ReplaceBareExcept)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        2    0.000    0.000    0.000    0.000 {pyarrow.lib.int32}
        1    0.000    0.000    0.000    0.000 entity.py:540(GeometrySet)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1035(UnShiftA)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 filelock.py:89(Timeout)
        1    0.000    0.000    0.000    0.000 _shgo.py:1527(LMapCache)
        1    0.000    0.000    0.000    0.000 forward_ad.py:145(dual_level)
        1    0.000    0.000    0.000    0.000 _deprecated.py:40(_CharErrorRate)
        2    0.000    0.000    0.000    0.000 rcsetup.py:341(validate_aspect)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:59(ASPPConv)
        1    0.000    0.000    0.000    0.000 pathlib.py:1398(WindowsPath)
        1    0.000    0.000    0.000    0.000 resample.py:1937(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 rnn.py:75(Seq2ClassRNN)
        1    0.000    0.000    0.000    0.000 cache_miss_error.py:22(error_on_miss_global)
        1    0.000    0.000    0.000    0.000 colors.py:1761(FuncNorm)
        1    0.000    0.000    0.000    0.000 transaction.py:44(FileActor)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:717(PolynomialLR)
        1    0.000    0.000    0.000    0.000 _nonlin.py:982(Anderson)
        1    0.000    0.000    0.000    0.000 patches.py:3571(Simple)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:45(DupFd)
        1    0.000    0.000    0.000    0.000 jiterator.py:10(_CodeParser)
        1    0.000    0.000    0.000    0.000 impl.py:192(_Tacotron2WaveRNNPhoneBundle)
        1    0.000    0.000    0.000    0.000 __init__.py:414(_make_alias)
        1    0.000    0.000    0.000    0.000 multi.py:165(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 __init__.py:352(req)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:410(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 unicode.py:327(Hebrew)
        1    0.000    0.000    0.000    0.000 mutable_ndim_array.py:4(MutableNDimArray)
        1    0.000    0.000    0.000    0.000 loss.py:991(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 pytables.py:95(Constant)
        1    0.000    0.000    0.000    0.000 ivm.py:50(Argument)
        1    0.000    0.000    0.000    0.000 _param_validation.py:18(InvalidParameterError)
        1    0.000    0.000    0.000    0.000 geo.py:297(HammerTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:357(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 more.py:2517(SequenceView)
        1    0.000    0.000    0.000    0.000 request.py:624(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:18(SymbolicContext)
        1    0.000    0.000    0.000    0.000 fused.py:149(ConvAdd2d)
        2    0.000    0.000    0.000    0.000 _available_if.py:47(available_if)
        1    0.000    0.000    0.000    0.000 utils.py:97(lazy_property)
        1    0.000    0.000    0.000    0.000 ticker.py:264(NullFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:399(Pad)
        1    0.000    0.000    0.000    0.000 connection.py:587(SocketListener)
        1    0.000    0.000    0.000    0.000 _exceptions.py:78(UnrecognizedFlagError)
        1    0.000    0.000    0.000    0.000 extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:430(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:251(BareQuotedString)
        1    0.000    0.000    0.000    0.000 mul.py:22(NC_Marker)
        1    0.000    0.000    0.000    0.000 structures.py:7(DataChunkDF)
        2    0.000    0.000    0.000    0.000 __init__.py:1297(getLoggerClass)
        2    0.000    0.000    0.000    0.000 context.py:306(SpawnContext)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 core.py:191(FireExit)
        1    0.000    0.000    0.000    0.000 parsed_ast.py:469(SymvarAST)
        1    0.000    0.000    0.000    0.000 line.py:2362(Segment2D)
        1    0.000    0.000    0.000    0.000 single.py:2194(NthLinearConstantCoeffVariationOfParameters)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:2106(wrap_logical_op_with_cast_to)
        1    0.000    0.000    0.000    0.000 errors.py:45(UnsupportedOperatorError)
        1    0.000    0.000    0.000    0.000 lpips.py:344(_NoTrainLpips)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:286(KeypointRCNNPredictor)
        1    0.000    0.000    0.000    0.000 loss.py:850(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 _param_validation.py:376(StrOptions)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 plot.py:1018(SurfaceBaseSeries)
        1    0.000    0.000    0.000    0.000 dataframes.py:241(CaptureVariable)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 socketserver.py:777(StreamRequestHandler)
        2    0.000    0.000    0.000    0.000 context.py:240(suppress)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 wrap.py:55(ReplaceReturnsAtTopLevel)
        1    0.000    0.000    0.000    0.000 core.py:5175(_NullToken)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3647(ShowBase)
        1    0.000    0.000    0.000    0.000 proxy.py:304(GraphAppendingTracer)
        1    0.000    0.000    0.000    0.000 pooling.py:1078(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 error.py:19(Error)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:596(FitDataError)
        1    0.000    0.000    0.000    0.000 core.py:3676(StringEnd)
        1    0.000    0.000    0.000    0.000 readers.py:107(NamespaceReader)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:9(_HasStorage)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 compat.py:254(_PytestWrapper)
        1    0.000    0.000    0.000    0.000 font_manager.py:905(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 _utils.py:250(_ModelURLs)
        1    0.000    0.000    0.000    0.000 traceback.py:615(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 utils.py:92(Endianness)
        1    0.000    0.000    0.000    0.000 pytester.py:202(PytestArg)
        1    0.000    0.000    0.000    0.000 lsoda.py:188(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:482(InvalidMailbox)
        1    0.000    0.000    0.000    0.000 dataframes.py:268(CaptureGetItem)
        1    0.000    0.000    0.000    0.000 dates.py:1887(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 endpoint_helpers.py:341(DatasetTags)
        1    0.000    0.000    0.000    0.000 format.py:1299(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 tpu.py:65(TPUPrecision)
        1    0.000    0.000    0.000    0.000 response.py:186(MultiDecoder)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 defining_statement_handler.py:47(AssignHandler)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1729(nchypergeom_wallenius_gen)
        1    0.000    0.000    0.000    0.000 geo.py:342(MollweideTransform)
        1    0.000    0.000    0.000    0.000 load_data.py:118(numpy_dataset_from_github)
        1    0.000    0.000    0.000    0.000 kind.py:106(_NumberKind)
        1    0.000    0.000    0.000    0.000 hf_api.py:143(ReprMixin)
        1    0.000    0.000    0.000    0.000 dict_function.py:8(drop_if)
        2    0.000    0.000    0.000    0.000 rl.py:10(rm_id)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:65(DatasetNotOnHfGcsError)
        1    0.000    0.000    0.000    0.000 plot.py:948(Line3DBaseSeries)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 splits.py:291(_SubSplit)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9756(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 pathlib.py:300(_Selector)
